Species,dataset,PC,Variance_Percentage
Sesamum,353_super,PC5,3.84
Sesamum,353_super,PC6,3.58
Sesamum,353_super,PC7,3.37
Sesamum,353_super,PC8,3.19
Sesamum,353_super,PC9,3.1
Sesamum,353_super,PC10,2.95
Sesamum,353_super,PC11,2.92
Sesamum,353_super,PC12,2.82
Sesamum,353_super,PC13,2.77
Sesamum,353_super,PC14,2.64
Sesamum,353_super,PC15,2.6
Sesamum,353_super,PC16,2.54
Sesamum,353_super,PC17,2.48
Sesamum,353_super,PC18,2.37
Sesamum,353_super,PC19,2.28
Sesamum,353_super,PC20,2.25
Sesamum,353_super,PC21,2.2
Sesamum,353_super,PC22,2.12
Sesamum,353_super,PC23,2.08
Sesamum,353_super,PC24,2.04
Sesamum,353_super,PC25,1.96
Sesamum,353_super,PC26,1.93
Sesamum,353_super,PC27,1.87
Sesamum,353_super,PC28,1.84
Sesamum,353_super,PC29,1.79
Sesamum,353_super,PC30,1.75
Sesamum,353_super,PC31,1.65
Sesamum,353_super,PC32,1.63
Sesamum,BUSCOsuper,PC1,8.42
Sesamum,BUSCOsuper,PC2,5.58
Sesamum,BUSCOsuper,PC3,5.04
Sesamum,BUSCOsuper,PC4,4.2
Sesamum,BUSCOsuper,PC5,3.67
Sesamum,BUSCOsuper,PC6,3.24
Sesamum,BUSCOsuper,PC7,3.22
Sesamum,BUSCOsuper,PC8,3.07
Sesamum,BUSCOsuper,PC9,2.88
Sesamum,BUSCOsuper,PC10,2.86
Sesamum,BUSCOsuper,PC11,2.76
Sesamum,BUSCOsuper,PC12,2.66
Sesamum,BUSCOsuper,PC13,2.62
Sesamum,BUSCOsuper,PC14,2.59
Sesamum,BUSCOsuper,PC15,2.51
Sesamum,BUSCOsuper,PC16,2.46
Sesamum,BUSCOsuper,PC17,2.44
Sesamum,BUSCOsuper,PC18,2.38
Sesamum,BUSCOsuper,PC19,2.29
Sesamum,BUSCOsuper,PC20,2.28
Sesamum,BUSCOsuper,PC21,2.26
Sesamum,BUSCOsuper,PC22,2.18
Sesamum,BUSCOsuper,PC23,2.16
Sesamum,BUSCOsuper,PC24,2.11
Sesamum,BUSCOsuper,PC25,2.08
Sesamum,BUSCOsuper,PC26,2.04
Sesamum,BUSCOsuper,PC27,2.03
Sesamum,BUSCOsuper,PC28,1.95
Sesamum,BUSCOsuper,PC29,1.93
Sesamum,BUSCOsuper,PC30,1.92
Sesamum,BUSCOsuper,PC31,1.88
Sesamum,BUSCOsuper,PC32,1.84
Sesamum,BUSCO,PC1,10.23
Sesamum,BUSCO,PC2,6.16
Sesamum,BUSCO,PC3,5.6
Sesamum,BUSCO,PC4,4.87
Sesamum,BUSCO,PC5,4.19
Sesamum,BUSCO,PC6,3.73
Sesamum,BUSCO,PC7,3.43
Sesamum,BUSCO,PC8,3.29
Sesamum,BUSCO,PC9,3.18
Sesamum,BUSCO,PC10,2.94
Sesamum,BUSCO,PC11,2.81
Sesamum,BUSCO,PC12,2.66
Sesamum,BUSCO,PC13,2.58
Sesamum,BUSCO,PC14,2.56
Sesamum,BUSCO,PC15,2.38
Sesamum,BUSCO,PC16,2.35
Sesamum,BUSCO,PC17,2.3
Sesamum,BUSCO,PC18,2.25
Sesamum,BUSCO,PC19,2.1
Sesamum,BUSCO,PC20,2.09
Sesamum,BUSCO,PC21,2.04
Sesamum,BUSCO,PC22,2
Sesamum,BUSCO,PC23,1.95
Sesamum,BUSCO,PC24,1.83
Sesamum,BUSCO,PC25,1.82
Sesamum,BUSCO,PC26,1.78
Sesamum,BUSCO,PC27,1.76
Sesamum,BUSCO,PC28,1.74
Sesamum,BUSCO,PC29,1.7
Sesamum,BUSCO,PC30,1.69
Sesamum,BUSCO,PC31,1.64
Sesamum,BUSCO,PC32,1.59
Solanum,353_super,PC1,26.39
Solanum,353_super,PC2,8.36
Solanum,353_super,PC3,6.47
Solanum,353_super,PC4,5.25
Solanum,353_super,PC5,4.37
Solanum,353_super,PC6,3.75
Solanum,353_super,PC7,3.55
Solanum,353_super,PC8,3.08
Solanum,353_super,PC9,2.93
Solanum,353_super,PC10,2.87
Solanum,353_super,PC11,2.61
Solanum,353_super,PC12,2.38
Solanum,353_super,PC13,2.21
Solanum,353_super,PC14,2.08
Solanum,353_super,PC15,2.02
Solanum,353_super,PC16,1.87
Solanum,353_super,PC17,1.82
Solanum,353_super,PC18,1.67
Solanum,353_super,PC19,1.65
Solanum,353_super,PC20,1.54
Solanum,353_super,PC21,1.48
Solanum,353_super,PC22,1.45
Solanum,353_super,PC23,1.41
Solanum,353_super,PC24,1.33
Solanum,353_super,PC25,1.27
Solanum,353_super,PC26,1.17
Solanum,353_super,PC27,1.12
Solanum,353_super,PC28,1.08
Solanum,353_super,PC29,1.02
Solanum,353_super,PC30,0.94
Solanum,353_super,PC31,0.87
Solanum,353_super,PC32,0
Solanum,353_gene,PC1,26.17
Solanum,353_gene,PC2,9.92
Solanum,353_gene,PC3,6.3
Solanum,353_gene,PC4,5.29
Solanum,353_gene,PC5,4.67
Solanum,353_gene,PC6,4.6
Solanum,353_gene,PC7,3.68
Solanum,353_gene,PC8,3.12
Solanum,353_gene,PC9,2.84
Solanum,353_gene,PC10,2.75
Solanum,353_gene,PC11,2.6
Solanum,353_gene,PC12,2.44
Solanum,353_gene,PC13,2.31
Solanum,353_gene,PC14,2.07
Solanum,353_gene,PC15,1.93
Solanum,353_gene,PC16,1.89
Solanum,353_gene,PC17,1.73
Solanum,353_gene,PC18,1.67
Solanum,353_gene,PC19,1.53
Solanum,353_gene,PC20,1.45
Solanum,353_gene,PC21,1.35
Solanum,353_gene,PC22,1.28
Solanum,353_gene,PC23,1.15
Solanum,353_gene,PC24,1.11
Solanum,353_gene,PC25,1.09
Solanum,353_gene,PC26,1.01
Solanum,353_gene,PC27,0.9
Solanum,353_gene,PC28,0.86
Solanum,353_gene,PC29,0.8
Solanum,353_gene,PC30,0.77
Solanum,353_gene,PC31,0.7
Solanum,353_gene,PC32,0
Solanum,singlecopy,PC1,21.52
Solanum,singlecopy,PC2,6.77
Solanum,singlecopy,PC3,5.96
Solanum,singlecopy,PC4,4.72
Solanum,singlecopy,PC5,4.32
Solanum,singlecopy,PC6,4.26
Solanum,singlecopy,PC7,3.64
Solanum,singlecopy,PC8,3.53
Solanum,singlecopy,PC9,3.18
Solanum,singlecopy,PC10,2.95
Solanum,singlecopy,PC11,2.67
Solanum,singlecopy,PC12,2.54
Solanum,singlecopy,PC13,2.52
Solanum,singlecopy,PC14,2.23
Solanum,singlecopy,PC15,2.15
Solanum,singlecopy,PC16,2.07
Solanum,singlecopy,PC17,1.98
Solanum,singlecopy,PC18,1.93
Solanum,singlecopy,PC19,1.88
Solanum,singlecopy,PC20,1.86
Solanum,singlecopy,PC21,1.82
Solanum,singlecopy,PC22,1.81
Solanum,singlecopy,PC23,1.76
Solanum,singlecopy,PC24,1.71
Solanum,singlecopy,PC25,1.67
Solanum,singlecopy,PC26,1.64
Solanum,singlecopy,PC27,1.58
Solanum,singlecopy,PC28,1.56
Solanum,singlecopy,PC29,1.47
Solanum,singlecopy,PC30,1.17
Solanum,singlecopy,PC31,1.15
Solanum,singlecopy,PC32,0
Solanum,SCsuper,PC1,22.64
Solanum,SCsuper,PC2,6.92
Solanum,SCsuper,PC3,6.1
Solanum,SCsuper,PC4,4.82
Solanum,SCsuper,PC5,4.56
Solanum,SCsuper,PC6,4.23
Solanum,SCsuper,PC7,3.71
Solanum,SCsuper,PC8,3.34
Solanum,SCsuper,PC9,3.26
Solanum,SCsuper,PC10,2.91
Solanum,SCsuper,PC11,2.56
Solanum,SCsuper,PC12,2.45
Solanum,SCsuper,PC13,2.24
Solanum,SCsuper,PC14,2.2
Solanum,SCsuper,PC15,2.11
Solanum,SCsuper,PC16,2.03
Solanum,SCsuper,PC17,1.98
Solanum,SCsuper,PC18,1.92
Solanum,SCsuper,PC19,1.86
Solanum,SCsuper,PC20,1.8
Solanum,SCsuper,PC21,1.75
Solanum,SCsuper,PC22,1.73
Solanum,SCsuper,PC23,1.69
Solanum,SCsuper,PC24,1.65
Solanum,SCsuper,PC25,1.54
Solanum,SCsuper,PC26,1.49
Solanum,SCsuper,PC27,1.47
Solanum,SCsuper,PC28,1.45
Solanum,SCsuper,PC29,1.38
Solanum,SCsuper,PC30,1.15
Solanum,SCsuper,PC31,1.04
Solanum,SCsuper,PC32,0
Solanum,genome,PC1,19.74
Solanum,genome,PC2,8.94
Solanum,genome,PC3,7.62
Solanum,genome,PC4,7.1
Solanum,genome,PC5,5.98
Solanum,genome,PC6,4.74
Solanum,genome,PC7,4.55
Solanum,genome,PC8,3.78
Solanum,genome,PC9,3.6
Solanum,genome,PC10,3.19
Solanum,genome,PC11,2.84
Solanum,genome,PC12,2.41
Solanum,genome,PC13,2.29
Solanum,genome,PC14,2.2
Solanum,genome,PC15,2.17
Solanum,genome,PC16,1.86
Solanum,genome,PC17,1.74
Solanum,genome,PC18,1.7
Solanum,genome,PC19,1.59
Solanum,genome,PC20,1.55
Solanum,genome,PC21,1.32
Solanum,genome,PC22,1.22
Solanum,genome,PC23,1.19
Solanum,genome,PC24,1.1
Solanum,genome,PC25,0.99
Solanum,genome,PC26,0.97
Solanum,genome,PC27,0.81
Solanum,genome,PC28,0.77
Solanum,genome,PC29,0.77
Solanum,genome,PC30,0.7
Solanum,genome,PC31,0.56
Solanum,genome,PC32,0
Solanum,BUSCOsuper,PC1,23.67
Solanum,BUSCOsuper,PC2,8.13
Solanum,BUSCOsuper,PC3,6.15
Solanum,BUSCOsuper,PC4,4.94
Solanum,BUSCOsuper,PC5,4.27
Solanum,BUSCOsuper,PC6,3.89
Solanum,BUSCOsuper,PC7,3.69
Solanum,BUSCOsuper,PC8,3.42
Solanum,BUSCOsuper,PC9,3.39
Solanum,BUSCOsuper,PC10,3.07
Solanum,BUSCOsuper,PC11,2.88
Solanum,BUSCOsuper,PC12,2.32
Solanum,BUSCOsuper,PC13,2.28
Solanum,BUSCOsuper,PC14,2.19
Solanum,BUSCOsuper,PC15,1.99
Solanum,BUSCOsuper,PC16,1.92
Solanum,BUSCOsuper,PC17,1.83
Solanum,BUSCOsuper,PC18,1.79
Solanum,BUSCOsuper,PC19,1.71
Solanum,BUSCOsuper,PC20,1.68
Solanum,BUSCOsuper,PC21,1.64
Solanum,BUSCOsuper,PC22,1.62
Solanum,BUSCOsuper,PC23,1.56
Solanum,BUSCOsuper,PC24,1.48
Solanum,BUSCOsuper,PC25,1.43
Solanum,BUSCOsuper,PC26,1.38
Solanum,BUSCOsuper,PC27,1.31
Solanum,BUSCOsuper,PC28,1.23
Solanum,BUSCOsuper,PC29,1.11
Solanum,BUSCOsuper,PC30,1.03
Solanum,BUSCOsuper,PC31,1.01
Solanum,BUSCOsuper,PC32,0
Solanum,BUSCO,PC1,25.29
Solanum,BUSCO,PC2,7.62
Solanum,BUSCO,PC3,6.67
Solanum,BUSCO,PC4,4.96
Solanum,BUSCO,PC5,4.64
Solanum,BUSCO,PC6,4.1
Solanum,BUSCO,PC7,3.64
Solanum,BUSCO,PC8,3.58
Solanum,BUSCO,PC9,3.01
Solanum,BUSCO,PC10,2.88
Solanum,BUSCO,PC11,2.7
Solanum,BUSCO,PC12,2.52
Solanum,BUSCO,PC13,2.06
Solanum,BUSCO,PC14,2.05
Solanum,BUSCO,PC15,1.91
Solanum,BUSCO,PC16,1.82
Solanum,BUSCO,PC17,1.75
Solanum,BUSCO,PC18,1.7
Solanum,BUSCO,PC19,1.64
Solanum,BUSCO,PC20,1.58
Solanum,BUSCO,PC21,1.5
Solanum,BUSCO,PC22,1.49
Solanum,BUSCO,PC23,1.41
Solanum,BUSCO,PC24,1.38
Solanum,BUSCO,PC25,1.37
Solanum,BUSCO,PC26,1.28
Solanum,BUSCO,PC27,1.22
Solanum,BUSCO,PC28,1.19
Solanum,BUSCO,PC29,1.08
Solanum,BUSCO,PC30,1.01
Solanum,BUSCO,PC31,0.95
Solanum,BUSCO,PC32,0
Ursus,genome,PC1,10.91
Ursus,genome,PC2,7.51
Ursus,genome,PC3,6.01
Ursus,genome,PC4,5.08
Ursus,genome,PC5,4.67
Ursus,genome,PC6,4.28
Ursus,genome,PC7,4.18
Ursus,genome,PC8,3.95
Ursus,genome,PC9,3.82
Ursus,genome,PC10,3.6
Ursus,genome,PC11,3.34
Ursus,genome,PC12,3.27
Ursus,genome,PC13,3.22
Ursus,genome,PC14,3.18
Ursus,genome,PC15,3.16
Ursus,genome,PC16,3.09
Ursus,genome,PC17,3.05
Ursus,genome,PC18,2.98
Ursus,genome,PC19,2.97
Ursus,genome,PC20,2.92
Ursus,genome,PC21,2.88
Ursus,genome,PC22,2.82
Ursus,genome,PC23,2.6
Ursus,genome,PC24,2.56
Ursus,genome,PC25,2.13
Ursus,genome,PC26,1.81
Ursus,genome,PC27,0
Ursus,SCsuper,PC1,8.85
Ursus,SCsuper,PC2,6.62
Ursus,SCsuper,PC3,5.64
Ursus,SCsuper,PC4,4.8
Ursus,SCsuper,PC5,4.49
Ursus,SCsuper,PC6,4.22
Ursus,SCsuper,PC7,4.2
Ursus,SCsuper,PC8,4.07
Ursus,SCsuper,PC9,3.95
Ursus,SCsuper,PC10,3.78
Ursus,SCsuper,PC11,3.61
Ursus,SCsuper,PC12,3.59
Ursus,SCsuper,PC13,3.55
Ursus,SCsuper,PC14,3.5
Ursus,SCsuper,PC15,3.44
Ursus,SCsuper,PC16,3.36
Ursus,SCsuper,PC17,3.33
Ursus,SCsuper,PC18,3.3
Ursus,SCsuper,PC19,3.25
Ursus,SCsuper,PC20,3.19
Ursus,SCsuper,PC21,3.15
Ursus,SCsuper,PC22,3.11
Ursus,SCsuper,PC23,3
Ursus,SCsuper,PC24,2.73
Ursus,SCsuper,PC25,2.65
Ursus,SCsuper,PC26,0.6
Ursus,SCsuper,PC27,0
Ursus,BUSCOsuper,PC1,9.66
Ursus,BUSCOsuper,PC2,7.17
Ursus,BUSCOsuper,PC3,5.76
Ursus,BUSCOsuper,PC4,4.68
Ursus,BUSCOsuper,PC5,4.52
Ursus,BUSCOsuper,PC6,4.13
Ursus,BUSCOsuper,PC7,4.05
Ursus,BUSCOsuper,PC8,4
Ursus,BUSCOsuper,PC9,3.83
Ursus,BUSCOsuper,PC10,3.73
Ursus,BUSCOsuper,PC11,3.67
Ursus,BUSCOsuper,PC12,3.55
Ursus,BUSCOsuper,PC13,3.53
Ursus,BUSCOsuper,PC14,3.5
Ursus,BUSCOsuper,PC15,3.45
Ursus,BUSCOsuper,PC16,3.39
Ursus,BUSCOsuper,PC17,3.37
Ursus,BUSCOsuper,PC18,3.31
Ursus,BUSCOsuper,PC19,3.22
Ursus,BUSCOsuper,PC20,3.22
Ursus,BUSCOsuper,PC21,3.12
Ursus,BUSCOsuper,PC22,3.03
Ursus,BUSCOsuper,PC23,2.97
Ursus,BUSCOsuper,PC24,2.75
Ursus,BUSCOsuper,PC25,2.38
Ursus,BUSCOsuper,PC26,0.03
Ursus,BUSCOsuper,PC27,0
Ursus,BUSCO,PC1,8.23
Ursus,BUSCO,PC2,6.56
Ursus,BUSCO,PC3,5.65
Ursus,BUSCO,PC4,4.9
Ursus,BUSCO,PC5,4.33
Ursus,BUSCO,PC6,4.16
Ursus,BUSCO,PC7,4.12
Ursus,BUSCO,PC8,3.98
Ursus,BUSCO,PC9,3.87
Ursus,BUSCO,PC10,3.73
Ursus,BUSCO,PC11,3.72
Ursus,BUSCO,PC12,3.69
Ursus,BUSCO,PC13,3.63
Ursus,BUSCO,PC14,3.6
Ursus,BUSCO,PC15,3.55
Ursus,BUSCO,PC16,3.51
Ursus,BUSCO,PC17,3.47
Ursus,BUSCO,PC18,3.45
Ursus,BUSCO,PC19,3.39
Ursus,BUSCO,PC20,3.33
Ursus,BUSCO,PC21,3.21
Ursus,BUSCO,PC22,3.13
Ursus,BUSCO,PC23,3.08
Ursus,BUSCO,PC24,2.87
Ursus,BUSCO,PC25,2.8
Ursus,BUSCO,PC26,0.04
Ursus,BUSCO,PC27,0
Ursus,353_gene,PC1,10.96
Ursus,353_gene,PC2,8.79
Ursus,353_gene,PC3,6.56
Ursus,353_gene,PC4,5.3
Ursus,353_gene,PC5,5.08
Ursus,353_gene,PC6,4.47
Ursus,353_gene,PC7,4.37
Ursus,353_gene,PC8,4.24
Ursus,353_gene,PC9,4.04
Ursus,353_gene,PC10,3.91
Ursus,353_gene,PC11,3.53
Ursus,353_gene,PC12,3.36
Ursus,353_gene,PC13,3.25
Ursus,353_gene,PC14,3.08
Ursus,353_gene,PC15,2.95
Ursus,353_gene,PC16,2.87
Ursus,353_gene,PC17,2.79
Ursus,353_gene,PC18,2.7
Ursus,353_gene,PC19,2.65
Ursus,353_gene,PC20,2.55
Ursus,353_gene,PC21,2.31
Ursus,353_gene,PC22,2.25
Ursus,353_gene,PC23,2.17
Ursus,353_gene,PC24,2.06
Ursus,353_gene,PC25,1.91
Ursus,353_gene,PC26,1.86
Ursus,353_gene,PC27,0
Ursus,353_super,PC1,10.74
Ursus,353_super,PC2,7.83
Ursus,353_super,PC3,5.68
Ursus,353_super,PC4,5.17
Ursus,353_super,PC5,4.74
Ursus,353_super,PC6,4.48
Ursus,353_super,PC7,4.17
Ursus,353_super,PC8,3.84
Ursus,353_super,PC9,3.68
Ursus,353_super,PC10,3.6
Ursus,353_super,PC11,3.38
Ursus,353_super,PC12,3.32
Ursus,353_super,PC13,3.26
Ursus,353_super,PC14,3.22
Ursus,353_super,PC15,3.18
Ursus,353_super,PC16,3.15
Ursus,353_super,PC17,3.04
Ursus,353_super,PC18,2.93
Ursus,353_super,PC19,2.88
Ursus,353_super,PC20,2.76
Ursus,353_super,PC21,2.75
Ursus,353_super,PC22,2.62
Ursus,353_super,PC23,2.52
Ursus,353_super,PC24,2.45
Ursus,353_super,PC25,2.38
Ursus,353_super,PC26,2.25
Ursus,353_super,PC27,0
Ursus,singlecopy,PC1,8.73
Ursus,singlecopy,PC2,6.62
Ursus,singlecopy,PC3,5.65
Ursus,singlecopy,PC4,4.76
Ursus,singlecopy,PC5,4.43
Ursus,singlecopy,PC6,4.14
Ursus,singlecopy,PC7,4.05
Ursus,singlecopy,PC8,4.03
Ursus,singlecopy,PC9,3.95
Ursus,singlecopy,PC10,3.81
Ursus,singlecopy,PC11,3.65
Ursus,singlecopy,PC12,3.54
Ursus,singlecopy,PC13,3.5
Ursus,singlecopy,PC14,3.48
Ursus,singlecopy,PC15,3.44
Ursus,singlecopy,PC16,3.41
Ursus,singlecopy,PC17,3.39
Ursus,singlecopy,PC18,3.37
Ursus,singlecopy,PC19,3.33
Ursus,singlecopy,PC20,3.3
Ursus,singlecopy,PC21,3.25
Ursus,singlecopy,PC22,3.2
Ursus,singlecopy,PC23,3.07
Ursus,singlecopy,PC24,2.74
Ursus,singlecopy,PC25,2.73
Ursus,singlecopy,PC26,0.42
Ursus,singlecopy,PC27,0
Vigna,353_super,PC1,19.34
Vigna,353_super,PC2,8.65
Vigna,353_super,PC3,3.54
Vigna,353_super,PC4,3
Vigna,353_super,PC5,2.82
Vigna,353_super,PC6,2.59
Vigna,353_super,PC7,2.47
Vigna,353_super,PC8,2.33
Vigna,353_super,PC9,2.22
Vigna,353_super,PC10,2.16
Vigna,353_super,PC11,2.11
Vigna,353_super,PC12,1.95
Vigna,353_super,PC13,1.86
Vigna,353_super,PC14,1.8
Vigna,353_super,PC15,1.68
Vigna,353_super,PC16,1.62
Vigna,353_super,PC17,1.59
Vigna,353_super,PC18,1.55
Vigna,353_super,PC19,1.5
Vigna,353_super,PC20,1.43
Vigna,353_super,PC21,1.43
Vigna,353_super,PC22,1.38
Vigna,353_super,PC23,1.35
Vigna,353_super,PC24,1.34
Vigna,353_super,PC25,1.32
Vigna,353_super,PC26,1.32
Vigna,353_super,PC27,1.27
Vigna,353_super,PC28,1.23
Vigna,353_super,PC29,1.22
Vigna,353_super,PC30,1.2
Vigna,353_super,PC31,1.18
Vigna,353_super,PC32,1.16
Vigna,353_gene,PC1,18.03
Vigna,353_gene,PC2,7.95
Vigna,353_gene,PC3,3.94
Vigna,353_gene,PC4,3.38
Vigna,353_gene,PC5,3.1
Vigna,353_gene,PC6,2.83
Vigna,353_gene,PC7,2.6
Vigna,353_gene,PC8,2.54
Vigna,353_gene,PC9,2.41
Vigna,353_gene,PC10,2.29
Vigna,353_gene,PC11,2.18
Vigna,353_gene,PC12,2.03
Vigna,353_gene,PC13,1.97
Vigna,353_gene,PC14,1.91
Vigna,353_gene,PC15,1.82
Vigna,353_gene,PC16,1.73
Vigna,353_gene,PC17,1.68
Vigna,353_gene,PC18,1.63
Vigna,353_gene,PC19,1.6
Vigna,353_gene,PC20,1.58
Vigna,353_gene,PC21,1.52
Vigna,353_gene,PC22,1.48
Vigna,353_gene,PC23,1.44
Vigna,353_gene,PC24,1.42
Vigna,353_gene,PC25,1.32
Vigna,353_gene,PC26,1.31
Vigna,353_gene,PC27,1.3
Vigna,353_gene,PC28,1.25
Vigna,353_gene,PC29,1.22
Vigna,353_gene,PC30,1.2
Vigna,353_gene,PC31,1.17
Vigna,353_gene,PC32,1.12
Vigna,singlecopy,PC1,15.63
Vigna,singlecopy,PC2,7.33
Vigna,singlecopy,PC3,3.83
Vigna,singlecopy,PC4,2.92
Vigna,singlecopy,PC5,2.58
Vigna,singlecopy,PC6,2.43
Vigna,singlecopy,PC7,2.22
Vigna,singlecopy,PC8,2.2
Vigna,singlecopy,PC9,2.03
Vigna,singlecopy,PC10,2.01
Vigna,singlecopy,PC11,1.94
Vigna,singlecopy,PC12,1.85
Vigna,singlecopy,PC13,1.74
Vigna,singlecopy,PC14,1.73
Vigna,singlecopy,PC15,1.69
Vigna,singlecopy,PC16,1.63
Vigna,singlecopy,PC17,1.55
Vigna,singlecopy,PC18,1.53
Vigna,singlecopy,PC19,1.5
Vigna,singlecopy,PC20,1.46
Vigna,singlecopy,PC21,1.45
Vigna,singlecopy,PC22,1.42
Vigna,singlecopy,PC23,1.41
Vigna,singlecopy,PC24,1.39
Vigna,singlecopy,PC25,1.37
Vigna,singlecopy,PC26,1.37
Vigna,singlecopy,PC27,1.35
Vigna,singlecopy,PC28,1.33
Vigna,singlecopy,PC29,1.32
Vigna,singlecopy,PC30,1.31
Vigna,singlecopy,PC31,1.29
Vigna,singlecopy,PC32,1.29
Vigna,SCsuper,PC1,16.56
Vigna,SCsuper,PC2,7.69
Vigna,SCsuper,PC3,3.34
Vigna,SCsuper,PC4,2.94
Vigna,SCsuper,PC5,2.55
Vigna,SCsuper,PC6,2.43
Vigna,SCsuper,PC7,2.25
Vigna,SCsuper,PC8,2.21
Vigna,SCsuper,PC9,2.07
Vigna,SCsuper,PC10,2.04
Vigna,SCsuper,PC11,1.84
Vigna,SCsuper,PC12,1.76
Vigna,SCsuper,PC13,1.72
Vigna,SCsuper,PC14,1.69
Vigna,SCsuper,PC15,1.64
Vigna,SCsuper,PC16,1.6
Vigna,SCsuper,PC17,1.56
Vigna,SCsuper,PC18,1.51
Vigna,SCsuper,PC19,1.48
Vigna,SCsuper,PC20,1.45
Vigna,SCsuper,PC21,1.43
Vigna,SCsuper,PC22,1.42
Vigna,SCsuper,PC23,1.42
Vigna,SCsuper,PC24,1.39
Vigna,SCsuper,PC25,1.38
Vigna,SCsuper,PC26,1.35
Vigna,SCsuper,PC27,1.33
Vigna,SCsuper,PC28,1.31
Vigna,SCsuper,PC29,1.3
Vigna,SCsuper,PC30,1.3
Vigna,SCsuper,PC31,1.28
Vigna,SCsuper,PC32,1.28
Vigna,genome,PC1,21.07
Vigna,genome,PC2,9.15
Vigna,genome,PC3,3.93
Vigna,genome,PC4,3.65
Vigna,genome,PC5,3.08
Vigna,genome,PC6,3.02
Vigna,genome,PC7,2.68
Vigna,genome,PC8,2.61
Vigna,genome,PC9,2.5
Vigna,genome,PC10,2.24
Vigna,genome,PC11,2.1
Vigna,genome,PC12,2.06
Vigna,genome,PC13,1.84
Vigna,genome,PC14,1.76
Vigna,genome,PC15,1.59
Vigna,genome,PC16,1.54
Vigna,genome,PC17,1.5
Vigna,genome,PC18,1.47
Vigna,genome,PC19,1.41
Vigna,genome,PC20,1.37
Vigna,genome,PC21,1.33
Vigna,genome,PC22,1.31
Vigna,genome,PC23,1.29
Vigna,genome,PC24,1.23
Vigna,genome,PC25,1.2
Vigna,genome,PC26,1.16
Vigna,genome,PC27,1.14
Vigna,genome,PC28,1.12
Vigna,genome,PC29,1.06
Vigna,genome,PC30,1.04
Vigna,genome,PC31,1.03
Vigna,genome,PC32,1
Vigna,BUSCOsuper,PC1,16.38
Vigna,BUSCOsuper,PC2,7.38
Vigna,BUSCOsuper,PC3,2.98
Vigna,BUSCOsuper,PC4,2.87
Vigna,BUSCOsuper,PC5,2.49
Vigna,BUSCOsuper,PC6,2.42
Vigna,BUSCOsuper,PC7,2.33
Vigna,BUSCOsuper,PC8,2.25
Vigna,BUSCOsuper,PC9,2.09
Vigna,BUSCOsuper,PC10,2.07
Vigna,BUSCOsuper,PC11,1.92
Vigna,BUSCOsuper,PC12,1.84
Vigna,BUSCOsuper,PC13,1.77
Vigna,BUSCOsuper,PC14,1.74
Vigna,BUSCOsuper,PC15,1.65
Vigna,BUSCOsuper,PC16,1.62
Vigna,BUSCOsuper,PC17,1.61
Vigna,BUSCOsuper,PC18,1.54
Vigna,BUSCOsuper,PC19,1.53
Vigna,BUSCOsuper,PC20,1.52
Vigna,BUSCOsuper,PC21,1.49
Vigna,BUSCOsuper,PC22,1.47
Vigna,BUSCOsuper,PC23,1.43
Vigna,BUSCOsuper,PC24,1.41
Vigna,BUSCOsuper,PC25,1.4
Vigna,BUSCOsuper,PC26,1.4
Vigna,BUSCOsuper,PC27,1.38
Vigna,BUSCOsuper,PC28,1.36
Vigna,BUSCOsuper,PC29,1.34
Vigna,BUSCOsuper,PC30,1.32
Vigna,BUSCOsuper,PC31,1.3
Vigna,BUSCOsuper,PC32,1.29
Vigna,BUSCO,PC1,20.74
Vigna,BUSCO,PC2,8.06
Vigna,BUSCO,PC3,3.66
Vigna,BUSCO,PC4,3.26
Vigna,BUSCO,PC5,2.92
Vigna,BUSCO,PC6,2.49
Vigna,BUSCO,PC7,2.41
Vigna,BUSCO,PC8,2.28
Vigna,BUSCO,PC9,2.15
Vigna,BUSCO,PC10,2.11
Vigna,BUSCO,PC11,2.07
Vigna,BUSCO,PC12,2.03
Vigna,BUSCO,PC13,1.84
Vigna,BUSCO,PC14,1.8
Vigna,BUSCO,PC15,1.74
Vigna,BUSCO,PC16,1.63
Vigna,BUSCO,PC17,1.58
Vigna,BUSCO,PC18,1.5
Vigna,BUSCO,PC19,1.44
Vigna,BUSCO,PC20,1.34
Vigna,BUSCO,PC21,1.31
Vigna,BUSCO,PC22,1.28
Vigna,BUSCO,PC23,1.27
Vigna,BUSCO,PC24,1.24
Vigna,BUSCO,PC25,1.23
Vigna,BUSCO,PC26,1.19
Vigna,BUSCO,PC27,1.16
Vigna,BUSCO,PC28,1.15
Vigna,BUSCO,PC29,1.11
Vigna,BUSCO,PC30,1.1
Vigna,BUSCO,PC31,1.08
Vigna,BUSCO,PC32,1.07
Vitis,singlecopy,PC1,17.15
Vitis,singlecopy,PC2,8.18
Vitis,singlecopy,PC3,5.72
Vitis,singlecopy,PC4,4.25
Vitis,singlecopy,PC5,3.01
Vitis,singlecopy,PC6,1.91
Vitis,singlecopy,PC7,0.97
Vitis,singlecopy,PC8,0.91
Vitis,singlecopy,PC9,0.78
Vitis,singlecopy,PC10,0.77
Vitis,singlecopy,PC11,0.72
Vitis,singlecopy,PC12,0.69
Vitis,singlecopy,PC13,0.68
Vitis,singlecopy,PC14,0.66
Vitis,singlecopy,PC15,0.65
Vitis,singlecopy,PC16,0.64
