Sample,,adjusted_het,taxa,life_history,breeding_system,genome_size
genome,,2.77172E-11,Salix,perennial,outcrossing,small
genome,,2.76814E-11,Salix,perennial,outcrossing,small
genome,,2.69478E-11,Salix,perennial,outcrossing,small
genome,,3.53991E-11,Salix,perennial,outcrossing,small
genome,,3.59047E-11,Salix,perennial,outcrossing,small
genome,,3.32097E-11,Salix,perennial,outcrossing,small
genome,,3.43287E-11,Salix,perennial,outcrossing,small
genome,,3.48564E-11,Salix,perennial,outcrossing,small
genome,,3.35245E-11,Salix,perennial,outcrossing,small
genome,,3.18922E-11,Salix,perennial,outcrossing,small
genome,,3.6491E-11,Salix,perennial,outcrossing,small
genome,,3.6903E-11,Salix,perennial,outcrossing,small
genome,,3.56503E-11,Salix,perennial,outcrossing,small
genome,,3.67322E-11,Salix,perennial,outcrossing,small
genome,,3.8934E-11,Salix,perennial,outcrossing,small
genome,,3.7393E-11,Salix,perennial,outcrossing,small
genome,,4.30781E-11,Salix,perennial,outcrossing,small
genome,,3.71009E-11,Salix,perennial,outcrossing,small
genome,,3.6855E-11,Salix,perennial,outcrossing,small
genome,,3.51023E-11,Salix,perennial,outcrossing,small
genome,,3.49483E-11,Salix,perennial,outcrossing,small
genome,,2.58045E-11,Salix,perennial,outcrossing,small
genome,,3.76077E-11,Salix,perennial,outcrossing,small
genome,,3.62178E-11,Salix,perennial,outcrossing,small
genome,,3.75832E-11,Salix,perennial,outcrossing,small
genome,,3.757E-11,Salix,perennial,outcrossing,small
genome,,3.78415E-11,Salix,perennial,outcrossing,small
genome,,3.80311E-11,Salix,perennial,outcrossing,small
genome,,3.70014E-11,Salix,perennial,outcrossing,small
genome,,3.61259E-11,Salix,perennial,outcrossing,small
genome,,3.56583E-11,Salix,perennial,outcrossing,small
genome,,3.65844E-11,Salix,perennial,outcrossing,small
genome,,7.91092E-11,Salix,perennial,outcrossing,small
genome,,8.0265E-11,Salix,perennial,outcrossing,small
genome,,7.5605E-11,Salix,perennial,outcrossing,small
genome,,5.32528E-11,Salix,perennial,outcrossing,small
genome,,7.29302E-11,Salix,perennial,outcrossing,small
genome,,7.1914E-11,Salix,perennial,outcrossing,small
genome,,7.37945E-11,Salix,perennial,outcrossing,small
genome,,2.98927E-11,Salix,perennial,outcrossing,small
genome,,3.10014E-11,Salix,perennial,outcrossing,small
genome,,3.10745E-11,Salix,perennial,outcrossing,small
